fid;area;MNH_max;genus;species;height;numero;classe;conifere;Intensity_mean;Intensity_stdev;Nbreturns_mean;Nbreturns_stdev
16487;73.2799999997997;9.11449146270752;Celtis;australis;9.89;9;Feuillu;2;2191.87479496993;869.026735235703;1.24658283214872;0.539217150533727
17875;24.2399999999581;9.11635589599609;Celtis;australis;10.98;9;Feuillu;2;1714.03795379538;903.138672771728;1.41914191419142;0.62608052313143
11767;34.6000000006054;9.11689758300781;Celtis;australis;9.3;9;Feuillu;2;1406.42080924855;701.711561401923;1.9121387283237;0.806994383197109
10505;28.0399999998417;9.12860870361328;Celtis;australis;9.88;9;Feuillu;2;1542.56062767475;612.746624688794;1.38231098430813;0.584562038048383
12459;42.2799999999395;9.12896728515625;Celtis;australis;9.5;9;Feuillu;2;1349.49006622517;571.549372403877;1.6480605487228;0.680223768155287
6659;59.9999999996508;9.12913131713867;Celtis;australis;9.19;9;Feuillu;2;1754.65466666667;753.084440204564;1.25866666666667;0.501755141699832
1197;43.9999999993714;9.13088989257812;Celtis;australis;7.75;9;Feuillu;2;1641.65296803653;724.995618395107;1.76712328767123;0.773780636475627
20662;45.6799999986356;9.13126754760742;Celtis;australis;9.6;9;Feuillu;2;1637.14448336252;732.770595291738;1.26269702276708;0.494444524759544
4891;67.9600000001583;9.13314437866211;Celtis;australis;11.54;9;Feuillu;2;1817.29075927016;872.396178706718;1.43025309005297;0.676036031012661
7979;43.4799999994272;9.13337707519531;Celtis;australis;9.55;9;Feuillu;2;1685.44434222631;803.425055645694;1.34222631094756;0.548219340741901
4842;50.1600000002282;9.13415908813477;Celtis;australis;9.96;9;Feuillu;2;1674.18116520351;796.252042474023;1.40303272146848;0.602911581268054
8328;45.4799999999162;9.1353816986084;Celtis;australis;9.55;9;Feuillu;2;2107.46701846966;757.202502464801;1.1495162708883;0.373462528628172
14132;29.9999999995809;9.13794326782227;Celtis;australis;11.0;9;Feuillu;2;1528.116;730.914695349145;1.33066666666667;0.5189664943156
8658;65.7599999999721;9.14305686950684;Celtis;australis;9.57;9;Feuillu;2;1622.80778588808;692.801097620345;1.35827250608272;0.55477220392385
4280;36.8799999994738;9.14579963684082;Celtis;australis;9.69;9;Feuillu;2;1763.54880694143;775.271462011064;1.29501084598698;0.524618495711773
20014;47.9199999997812;9.14664649963379;Celtis;australis;10.26;9;Feuillu;2;2046.85726210351;3464.53393009042;1.2771285475793;0.516823256992186
72;23.7600000010198;9.15145492553711;Celtis;australis;9.6;9;Feuillu;2;1244.3367003367;636.550503258414;1.93771043771044;0.892066875347961
5931;5.35999999978579;9.15865325927734;Celtis;australis;10.8;9;Feuillu;2;1586.38805970149;710.690214336001;1.7910447761194;0.658748551961609
7981;51.1200000001769;9.16000175476074;Celtis;australis;9.65;9;Feuillu;2;1357.59076682316;756.227862346761;1.59389671361502;0.647755480903751
8473;26.3600000002049;9.16222381591797;Celtis;australis;9.56;9;Feuillu;2;1475.99393019727;763.894013391966;1.4855842185129;0.647878585634399
14175;43.7200000012713;9.16285133361816;Celtis;australis;10.28;9;Feuillu;2;1719.74243813016;781.403352611867;1.39505041246563;0.61655534044755
8426;58.3200000001071;9.16303157806396;Celtis;australis;9.71;9;Feuillu;2;2207.3916035788;1019.99365481798;1.26565726083964;0.46446788691338
8955;55.8000000001863;9.16679573059082;Celtis;australis;9.58;9;Feuillu;2;2153.56173285199;801.464621834221;1.17472924187726;0.424617494861851
12594;55.8400000005169;9.16719818115234;Celtis;australis;8.71;9;Feuillu;2;1883.8388252149;785.81892965988;1.32378223495702;0.537724718000908
4886;78.2400000011456;9.16825103759766;Celtis;australis;10.59;9;Feuillu;2;1970.81841432225;832.046583678024;1.2920716112532;0.575824599419271
1264;79.6399999995157;9.16876220703125;Celtis;australis;8.8;9;Feuillu;2;1764.10372608258;881.518560852868;1.61983887210473;0.686504327415679
8080;22.9999999999767;9.17018413543701;Celtis;australis;9.56;9;Feuillu;2;1598.53913043478;727.081270344795;1.32347826086957;0.56542872303391
9880;18.839999999539;9.17086410522461;Celtis;australis;9.7;9;Feuillu;2;1386.68577494692;709.929414712534;1.88322717622081;0.78545359890593
6718;58.4799999988452;9.17111396789551;Celtis;australis;9.96;9;Feuillu;2;1476.7198630137;900.381838491266;1.52808219178082;0.701196936622978
20602;32.999999999511;9.17338943481445;Celtis;australis;9.65;9;Feuillu;2;1547.48;954.694182301962;1.38181818181818;0.56646407008717
6647;58.9999999999534;9.17459487915039;Celtis;australis;9.78;9;Feuillu;2;1507.63322033898;762.345234561824;1.63796610169492;0.695103405698473
20263;43.1999999994179;9.17574310302734;Celtis;australis;9.69;9;Feuillu;2;1544.14444444444;655.52106745439;1.54166666666667;0.71370512118101
12676;16.6000000009313;9.17831420898438;Celtis;australis;10.58;9;Feuillu;2;1653.67951807229;858.151533190869;1.40722891566265;0.547014489033039
7991;34.3199999988731;9.17925834655762;Celtis;australis;9.12;8;Conifère;1;1222.07692307692;594.087067664572;1.74941724941725;0.74571402292803
17315;32.9599999997392;9.1800537109375;Celtis;australis;9.69;9;Feuillu;2;1423.52305825243;551.760911842484;1.4745145631068;0.658647486842425
8467;56.2000000000466;9.18235301971436;Celtis;australis;9.57;9;Feuillu;2;1842.93024911032;1251.64766373703;1.37508896797153;0.576730330958047
2810;57.2800000000559;9.18247222900391;Celtis;australis;8.4;9;Feuillu;2;1424.67667597765;653.613985872866;1.76117318435754;0.761467832879353
8759;68.1600000002048;9.18339252471924;Celtis;australis;9.66;9;Feuillu;2;1770.92429577465;881.573019657012;1.2693661971831;0.515807013610034
17751;37.7199999999441;9.18581390380859;Celtis;australis;10.08;9;Feuillu;2;2053.40827147402;882.114242856412;1.51749734888653;0.704071851859213
6690;41.2400000002375;9.18689727783203;Celtis;australis;9.14;9;Feuillu;2;1891.54122211445;841.112879949381;1.35596508244423;0.548661023106617
4786;36.6799999995204;9.18698883056641;Celtis;australis;8.6;9;Feuillu;2;1974.08505997819;881.988400780635;1.43947655398037;0.617705809874565
3246;48.4400000000978;9.1882495880127;Celtis;australis;11.2;9;Feuillu;2;1452.63336085879;755.259257477284;1.59537572254335;0.709574781105126
9634;42.9599999996927;9.18828773498535;Celtis;australis;9.74;9;Feuillu;2;1315.90316573557;617.419286508857;1.64245810055866;0.689576497171375
12208;59.3600000005775;9.18991279602051;Celtis;australis;8.87;9;Feuillu;2;2373.6064690027;851.523407386682;1.2088948787062;0.447546913321245
12717;61.9200000001769;9.19317626953125;Celtis;australis;9.4;9;Feuillu;2;1365.54457364341;1062.2800991241;2.00258397932817;0.747082898970759
4494;82.0799999994738;9.19333648681641;Celtis;australis;10.55;9;Feuillu;2;2007.6193957115;837.9343619902;1.39230019493177;0.631066404246937
6898;38.9599999987847;9.19612693786621;Celtis;australis;9.46;9;Feuillu;2;1421.45417095778;678.387537162462;1.65911431513903;0.698804951881034
14196;35.5999999992084;9.19978713989258;Celtis;australis;10.2;9;Feuillu;2;1497.75056179775;693.833196144951;1.39662921348315;0.642143432855972
8758;56.2400000004703;9.20107364654541;Celtis;australis;9.6;8;Conifère;1;1265.15433854908;524.17662963262;1.59530583214794;0.681355553370072
12599;56.3600000002281;9.20346832275391;Celtis;australis;9.79;9;Feuillu;2;1931.44357700497;839.321774831583;1.41447835344216;0.608634722473864
21364;45.8800000003818;9.20358276367188;Celtis;australis;9.39;9;Feuillu;2;2150.2641673932;4749.52970818797;1.58326068003487;0.680272911192565
1205;72.7599999993435;9.20701599121094;Celtis;australis;8.74;9;Feuillu;2;1708.39472237493;834.918811612387;1.88125343595382;0.752620761795959
8747;37.2799999993807;9.20794773101807;Celtis;australis;9.56;9;Feuillu;2;1485.70708154506;607.770852241181;1.35300429184549;0.583078249137089
8516;40.1999999996507;9.20829296112061;Celtis;australis;9.65;9;Feuillu;2;1551.94328358209;769.856710688556;1.37412935323383;0.545745519745666
8539;35.1999999998138;9.21103000640869;Celtis;australis;9.54;9;Feuillu;2;1372.14431818182;734.655590822535;1.49318181818182;0.637786558509093
18144;49.3999999991152;9.21344661712646;Celtis;australis;9.8;9;Feuillu;2;1851.66720779221;762.897008395089;1.35146103896104;0.619500066906878
8063;36.8800000004982;9.21833038330078;Celtis;australis;9.8;9;Feuillu;2;1524.0748373102;784.558238048403;1.35574837310195;0.558230211670653
635;58.559999998482;9.21962356567383;Celtis;australis;9.39;9;Feuillu;2;1633.76812585499;756.260800488009;1.46511627906977;0.598516708623128
14528;40.3999999989755;9.22190093994141;Celtis;australis;9.7;9;Feuillu;2;1884.9396039604;759.430666971302;1.35247524752475;0.556259441465038
8674;45.3199999995949;9.22341346740723;Celtis;australis;9.57;9;Feuillu;2;1301.53398058252;670.07305785355;1.6072374227714;0.642851006618754
12512;41.1599999999488;9.22747802734375;Celtis;australis;9.57;9;Feuillu;2;1700.81586679726;773.419340577283;1.45543584720862;0.619011827475334
18538;43.4400000001676;9.22865581512451;Celtis;australis;9.58;9;Feuillu;2;1443.51289134438;659.532693065625;1.48710865561694;0.615424452772692
1204;48.5599999993667;9.23060607910156;Celtis;australis;7.96;9;Feuillu;2;1633.36902800659;823.645104130434;1.72322899505766;0.598601433119398
2264;38.5999999996507;9.23192977905273;Celtis;australis;11.11;9;Feuillu;2;1559.73056994819;695.694380780022;1.64559585492228;0.819954366469024
17210;37.520000000014;9.23242950439453;Celtis;australis;9.4;9;Feuillu;2;1488.05756929638;762.527814789446;1.63539445628998;0.785872665599482
4356;34.3599999996228;9.23430633544922;Celtis;australis;10.07;9;Feuillu;2;1945.66356228172;797.133397127888;1.32013969732247;0.551177787750325
636;25.1599999994598;9.23433685302734;Celtis;australis;9.79;9;Feuillu;2;1620.43084260731;926.813674386419;1.62639109697933;0.738668405967652
14135;50.3199999975227;9.2343635559082;Celtis;australis;9.89;9;Feuillu;2;1821.10731319555;900.947560938915;1.40620031796502;0.597711346181777
8083;51.9999999995809;9.23471832275391;Celtis;australis;9.6;9;Feuillu;2;1367.13933795227;650.483189731327;1.41570438799076;0.56557629358766
20685;53.3600000005542;9.23536205291748;Celtis;australis;9.89;9;Feuillu;2;2283.91904047976;912.592003230412;1.14617691154423;0.402852927811046
1327;31.8000000004889;9.23616027832031;Celtis;australis;9.71;9;Feuillu;2;1996.07044025157;916.22845607273;1.55723270440252;0.638537944726036
19935;53.3199999989197;9.23946380615234;Celtis;australis;9.2;9;Feuillu;2;1574.80270067517;651.616512108481;1.41710427606902;0.648207189114114
12444;42.2800000001025;9.23972320556641;Celtis;australis;9.54;9;Feuillu;2;1981.00378429518;786.455469959849;1.36140018921476;0.630316650701327
8535;34.4799999996834;9.24072742462158;Celtis;australis;9.66;9;Feuillu;2;1439.89211136891;620.413724103601;1.45011600928074;0.602926917803792
19617;31.7200000008289;9.24105453491211;Celtis;australis;10.11;9;Feuillu;2;1728.87515762926;747.800759284948;1.39470365699874;0.599976623503625
11726;42.0800000001723;9.24208068847656;Celtis;australis;10.6;9;Feuillu;2;1938.63463368221;894.785805739846;1.27117031398668;0.499015644282449
18501;44.3999999989523;9.24708080291748;Celtis;australis;9.52;9;Feuillu;2;1388.1954954955;551.775300735936;1.50990990990991;0.619059873533181
14448;32.55999999939;9.2481575012207;Celtis;australis;10.07;9;Feuillu;2;2035.91531755915;837.452802143306;1.34246575342466;0.531477320051188
1189;38.8000000007916;9.24839782714844;Celtis;australis;7.78;9;Feuillu;2;1567.91228070175;737.194813833979;1.84313725490196;0.658481900712259
11964;42.7199999994086;9.24960327148438;Celtis;australis;9.59;9;Feuillu;2;1870.46535580524;904.319241196537;1.3501872659176;0.520218517313108
13987;39.4799999992177;9.24980926513672;Celtis;australis;10.07;9;Feuillu;2;1739.29888551165;919.68352494072;1.52786220871327;0.684155451727201
8060;27.8400000004703;9.25249290466309;Celtis;australis;9.93;9;Feuillu;2;1423.32183908046;671.190480256851;1.48419540229885;0.634073391072531
14114;15.1600000009034;9.25518608093262;Celtis;australis;10.56;9;Feuillu;2;1514.54761904762;682.579692118228;1.49470899470899;0.622525616203179
12597;41.7999999997672;9.25531768798828;Celtis;australis;10.0;9;Feuillu;2;1807.56937799043;805.801709149957;1.28803827751196;0.4874506265945
6935;60.2400000010291;9.25680732727051;Celtis;australis;9.58;9;Feuillu;2;2245.13413014608;810.75285496658;1.20252324037185;0.460404588289531
17499;36.8799999999162;9.25973510742188;Celtis;australis;10.09;9;Feuillu;2;1529.73861171367;666.188976730611;1.56724511930586;0.806918835547684
7928;42.5600000001583;9.26159000396729;Celtis;australis;9.51;8;Conifère;1;1133.70676691729;579.753822619073;1.7546992481203;0.71304737828818
20674;53.9600000011595;9.26733207702637;Celtis;australis;9.64;8;Conifère;1;1295.39584877687;557.226369216852;1.65826538176427;0.683090446563488
8518;32.7999999997904;9.26839828491211;Celtis;australis;9.57;9;Feuillu;2;1610.01711491443;772.050554294721;1.39853300733496;0.642883023130063
6882;14.3600000005308;9.27200126647949;Celtis;australis;10.06;9;Feuillu;2;1359.62116991643;566.4705330768;1.67688022284123;0.693218455379731
5407;53.7200000001537;9.27216339111328;Celtis;australis;9.96;8;Conifère;1;998.351492537313;385.495216927385;1.73731343283582;0.700497865784623
7986;56.7200000004564;9.27239227294922;Celtis;australis;9.6;9;Feuillu;2;1600.59802538787;783.026251559166;1.47320169252468;0.640368406129121
17132;31.8399999996321;9.27459716796875;Celtis;occidentalis;10.83;9;Feuillu;2;1286.6783919598;783.080112054253;1.91959798994975;0.805800478562922
14830;45.9200000024121;9.27492904663086;Celtis;australis;9.23;9;Feuillu;2;1750.94163763066;780.139682553184;1.55749128919861;0.772572952991591
21401;48.6800000011968;9.27605438232422;Celtis;australis;9.96;9;Feuillu;2;1709.24404272802;743.381087784514;1.31717337715694;0.534412398511065
8958;52.1599999993667;9.27692413330078;Celtis;australis;9.75;9;Feuillu;2;1728.12596006144;803.547886147565;1.35023041474654;0.540449072869285
10599;60.2800000002189;9.27983283996582;Celtis;australis;10.09;9;Feuillu;2;1939.00663570007;742.329334839151;1.30126078301261;0.548405182810745
19174;74.1200000011083;9.28010749816895;Celtis;australis;9.6;9;Feuillu;2;1710.64921748516;823.01396396702;1.73016729627631;0.799042751682801
